country_name,year,co2_emissions,male_death_rate,female_death_rate,cigarette_sales,land_area,GDP,population,gdp_norm,co2_norm
Portugal,2009,56299.9992370605,32.17,6.87,4.0,91605.6,244668000000.0,10568247.0,23151.237854300718,0.6145912393681227
Portugal,2010,50939.998626709,33.53,6.35,3.900000095367432,91605.6,238113000000.0,10573100.0,22520.642006601658,0.5560795259974172
Portugal,2011,49869.9989318848,32.95,7.05,3.900000095367432,91605.6,245118000000.0,10557560.0,23217.296420763887,0.5443990207136332
Portugal,2012,48220.0012207031,32.16,6.93,3.099999904632568,91605.6,216224000000.0,10514844.0,20563.69072142202,0.5263870464327847
Romania,1960,53450.192,30.12,6.78,4.300000190734863,230080.0,25121666667.0,18406905.0,1364.7958017385324,0.2323113351877608
Romania,1961,55775.07,37.58,8.29,4.5,230080.0,25121666667.0,18555250.0,1353.8845699734577,0.242415985744089
Romania,1962,63879.14,36.61,7.58,4.5,230080.0,25121666667.0,18676550.0,1345.0913935924998,0.2776388212795549
Romania,1963,69529.987,27.54,6.17,4.300000190734863,230080.0,25121666667.0,18797850.0,1336.411699582665,0.30219917854659245
Romania,1964,72115.222,38.87,7.53,4.400000095367432,230080.0,25121666667.0,18919126.0,1327.8449896152708,0.31343542246175243
Romania,1965,78723.156,39.76,7.5,4.5,230080.0,25121666667.0,19031576.0,1319.9992826132739,0.3421555806675939
Romania,1966,84183.319,39.96,7.23,4.900000095367432,230080.0,25121666667.0,19215450.0,1307.3681161253055,0.36588716533379695
Romania,1967,92129.708,37.99,7.05,4.699999809265137,230080.0,25121666667.0,19534242.0,1286.032325544037,0.40042466968011126
Romania,1968,100189.774,39.65,7.18,4.699999809265137,230080.0,25121666667.0,19799831.0,1268.7818732897265,0.43545625000000004
Romania,1969,111649.149,29.48,6.02,4.800000190734863,230080.0,25121666667.0,20009141.0,1255.5095027317764,0.4852622957232267
Romania,1970,120112.585,29.4,6.06,4.699999809265137,230080.0,25121666667.0,20250398.0,1240.5517495014171,0.522047048852573
Romania,1971,125829.438,30.53,5.76,4.699999809265137,230080.0,25121666667.0,20461567.0,1227.7489141960632,0.5468942889429763
Romania,1972,132422.704,30.55,5.98,4.800000190734863,230080.0,25121666667.0,20657957.0,1216.077014150044,0.575550695410292
Romania,1973,144960.177,30.9,5.95,4.900000095367432,230080.0,25121666667.0,20835681.0,1205.704131628815,0.6300424939151599
Romania,1974,150944.721,31.57,5.97,5.0,230080.0,25121666667.0,21029429.0,1194.5957575452953,0.6560532032336578
Romania,1975,162257.416,32.1,6.02,5.199999809265137,230080.0,25121666667.0,21293583.0,1179.7763986925074,0.7052217315716273
Romania,1976,174765.553,33.32,6.35,5.300000190734863,230080.0,25121666667.0,21551634.0,1165.6502085642323,0.7595860265994437
Romania,1977,178399.55,33.43,6.55,5.400000095367432,230080.0,25121666667.0,21756096.0,1154.6955238200824,0.7753805198191933
Romania,1978,193903.626,34.52,6.36,5.599999904632568,230080.0,25121666667.0,21951464.0,1144.418735215109,0.8427661074408901
Romania,1980,196617.206,35.45,7.19,5.699999809265137,230080.0,25121666667.0,22207282.0,1131.2355409815573,0.8545601790681502
Romania,1981,198153.679,34.7,6.43,5.900000095367432,230080.0,25121666667.0,22353070.0,1123.8575581340729,0.8612381736787205
Romania,1982,195773.796,35.0,6.24,6.0,230080.0,25121666667.0,22475741.0,1117.7236233056788,0.8508944541029207
Romania,1983,200562.898,35.4,6.38,5.900000095367432,230080.0,25121666667.0,22560478.0,1113.5254610740074,0.8717093967315716
Romania,1984,189272.205,36.5,6.3,5.800000190734863,230080.0,25121666667.0,22640547.0,1109.587443580758,0.8226364960013908
Romania,1985,194343.666,38.15,6.45,5.800000190734863,230080.0,25121666667.0,22732999.0,1105.0749030957156,0.844678659596662
Romania,1986,202147.042,40.27,6.66,5.699999809265137,230080.0,25121666667.0,22836841.0,1100.049987955865,0.8785945844923504
Romania,1987,212165.286,40.36,6.62,4.599999904632568,230080.0,38413636364.0,22949430.0,1673.8383639157923,0.9221370219054241
Romania,1988,212777.675,42.24,6.65,4.900000095367432,230080.0,40809523810.0,23057662.0,1769.889931164747,0.9247986569888734
Romania,1989,214141.799,41.21,6.97,5.0,230080.0,42105263158.0,23161458.0,1817.9021008953755,0.9307275686717663
